scope,object,path,line,kind,signal
history,ab5c9ba79ec1,.obsidian/plugins/templater-obsidian/main.js,13,credential-field,high-entropy-non-placeholder
history,ab5c9ba79ec1,.obsidian/plugins/templater-obsidian/main.js,13,credential-field,non-placeholder
history,ab5c9ba79ec1,.obsidian/plugins/templater-obsidian/main.js,35,credential-field,non-placeholder
history,ab5c9ba79ec1,.obsidian/plugins/templater-obsidian/main.js,35,credential-field,non-placeholder
history,ab5c9ba79ec1,.obsidian/plugins/templater-obsidian/main.js,35,credential-field,non-placeholder
history,6b08b863de1e,main/_archive/20-04-30/ventsys/integration-process/ventsys_technical_specifications.md,700,credential-field,non-placeholder
history,d198dbad31f6,main/_archive/20-04-30/ventsys/integration-process/ventsys_tls_implementation_guide.md,175,credential-field,high-entropy-non-placeholder
history,d198dbad31f6,main/_archive/20-04-30/ventsys/integration-process/ventsys_tls_implementation_guide.md,538,credential-field,non-placeholder
history,d198dbad31f6,main/_archive/20-04-30/ventsys/integration-process/ventsys_tls_implementation_guide.md,657,credential-field,non-placeholder
history,55b3b2be9ce9,main/_archive/2026-06-20-pre-lxc-and-handoffs/HANDOFF-2026-05-13-valve1-deployment-and-stepping.md,168,credential-field,non-placeholder
history,c390c7e8ffdb,main/_archive/2026-06-20-pre-lxc-and-handoffs/frigate_vm_setup_guide.md,273,credential-field,high-entropy-non-placeholder
history,8a258722a103,main/_archive/2026-06-20-pre-lxc-and-handoffs/ventilation_v9k.html,2387,credential-field,non-placeholder
history,b7a863560502,main/_archive/full-config.md,1079,credential-field,non-placeholder
history,45d7383b57d2,main/_archive/ventsys_solution1_implementation.md,168,credential-field,high-entropy-non-placeholder
history,45d7383b57d2,main/_archive/ventsys_solution1_implementation.md,460,credential-field,non-placeholder
history,45d7383b57d2,main/_archive/ventsys_solution1_implementation.md,579,credential-field,non-placeholder
history,429ef8063814,main/apps/transferportal/packaging/sudoers/transferportal,2,credential-field,high-entropy-non-placeholder
history,973b8dbf4919,main/apps/transferportal/tests/test_portal_delete_flow.py,37,credential-field,non-placeholder
history,b455c66bb73d,main/apps/transferportal/transferportal/app.py,71,credential-field,non-placeholder
history,b455c66bb73d,main/apps/transferportal/transferportal/app.py,444,credential-field,non-placeholder
history,3a2be25959f2,main/configs/docker-host/stacks/gardenkeeper/env.example,22,credential-field,high-entropy-non-placeholder
history,3a2be25959f2,main/configs/docker-host/stacks/gardenkeeper/env.example,26,credential-field,high-entropy-non-placeholder
history,3a2be25959f2,main/configs/docker-host/stacks/gardenkeeper/env.example,32,credential-field,non-placeholder
history,3a2be25959f2,main/configs/docker-host/stacks/gardenkeeper/env.example,37,credential-field,high-entropy-non-placeholder
history,3a2be25959f2,main/configs/docker-host/stacks/gardenkeeper/env.example,39,credential-field,high-entropy-non-placeholder
history,3a2be25959f2,main/configs/docker-host/stacks/gardenkeeper/env.example,42,credential-field,high-entropy-non-placeholder
history,c18f884d7cb1,main/configs/docker-host/stacks/telegraf/telegraf.conf,14,credential-field,non-placeholder
history,992500c834f6,main/configs/frigate/config.yml,17,credential-field,high-entropy-non-placeholder
history,879302709072,main/configs/local-ai/docker-compose.yml,90,credential-field,non-placeholder
history,88c98554b6f7,main/dashboards/ventsys-config.js.example,15,credential-field,non-placeholder
history,a2e436e710bb,main/dashboards/ventsys-dashboard.html,2339,credential-field,non-placeholder
history,a2e436e710bb,main/dashboards/ventsys-dashboard.html,2462,credential-field,high-entropy-non-placeholder
history,a2e436e710bb,main/dashboards/ventsys-dashboard.html,2500,credential-field,high-entropy-non-placeholder
history,a2e436e710bb,main/dashboards/ventsys-dashboard.html,3294,credential-field,non-placeholder
history,b27183059511,main/dashboards/ventsys_solar_screensaver.html,1508,credential-field,non-placeholder
history,2d434f181bb1,main/docs/procedures/grafana_architecture_dashboards.md,81,credential-field,non-placeholder
history,2d434f181bb1,main/docs/procedures/grafana_architecture_dashboards.md,115,credential-field,non-placeholder
history,cc8caaccdfc2,main/docs/procedures/proxmox_grafana_metrics.md,69,credential-field,non-placeholder
history,cc8caaccdfc2,main/docs/procedures/proxmox_grafana_metrics.md,88,credential-field,non-placeholder
history,cc8caaccdfc2,main/docs/procedures/proxmox_grafana_metrics.md,134,credential-field,high-entropy-non-placeholder
history,b903c6067eec,main/docs/procedures/ssl_tls_guide.md,353,credential-field,non-placeholder
history,14badcea802d,main/docs/secrets_reference.md,89,credential-field,high-entropy-non-placeholder
history,14badcea802d,main/docs/secrets_reference.md,90,credential-field,non-placeholder
history,14badcea802d,main/docs/secrets_reference.md,119,credential-field,non-placeholder
history,14badcea802d,main/docs/secrets_reference.md,120,credential-field,non-placeholder
history,8ea498a9490d,main/docs/troubleshooting/troubleshooting_reference.md,50,credential-field,non-placeholder
history,d39ea3804a2e,main/scripts/monitoring/export_uptime_kuma_to_influx.py,23,credential-field,non-placeholder
history,e885aa374f33,main/scripts/setup/proxmox/ha_vm_setup_guide.md,264,credential-field,non-placeholder
history,f0b5490b2180,main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,301,credential-field,high-entropy-non-placeholder
history,f0b5490b2180,main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,302,credential-field,high-entropy-non-placeholder
history,f0b5490b2180,main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,303,credential-field,non-placeholder
history,f0b5490b2180,main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,333,credential-field,non-placeholder
history,ef5740bce731,main/scripts/setup/router/phase_6_vpn_setup.md,56,credential-field,non-placeholder
history,8e646f71893b,main/scripts/setup/router/phase_8_ventsys_readiness.md,92,credential-field,non-placeholder
history,41ee31a668db,main/scripts/setup/ventsys/esphome_adoption_guide.md,75,credential-field,high-entropy-non-placeholder
history,41ee31a668db,main/scripts/setup/ventsys/esphome_adoption_guide.md,76,credential-field,non-placeholder
history,b0c369d62ecd,main/ventsys/integration-process/ventsys_implementation_roadmap.md,250,credential-field,non-placeholder
history,0702e0f6cfa0,main/ventsys/ventsys_bundle_updated/ventsys_fan_controller_pretls.yaml,90,credential-field,high-entropy-non-placeholder
history,0702e0f6cfa0,main/ventsys/ventsys_bundle_updated/ventsys_fan_controller_pretls.yaml,91,credential-field,non-placeholder
history,7d3e88cf4643,main/ventsys/ventsys_bundle_updated/ventsys_valve_controller_pretls.yaml,97,credential-field,high-entropy-non-placeholder
history,7d3e88cf4643,main/ventsys/ventsys_bundle_updated/ventsys_valve_controller_pretls.yaml,98,credential-field,non-placeholder
history,305acf1ca381,wiki/pages/sources/ha-configuration-yaml.md,40,credential-field,non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,344,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,347,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,347,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,356,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,356,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,492,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,492,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,542,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,542,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,545,credential-field,non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,545,credential-field,non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,545,credential-field,non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,545,credential-field,non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,611,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,611,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,867,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,867,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,873,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,873,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,907,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,907,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,913,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,913,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,919,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,919,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,922,credential-field,non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,970,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,970,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1091,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1091,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1252,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1252,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1458,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1458,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1734,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1734,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1794,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1794,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1902,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1902,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1909,credential-field,high-entropy-non-placeholder
history,9bca46f9cb56,main/apps/mermaid-viewer/dist/vendor/mermaid.min.js,1909,credential-field,high-entropy-non-placeholder
history,822e911e60db,main/configs/frigate/config.yml,17,credential-field,high-entropy-non-placeholder
history,5fd73f93d1e9,main/docs/audits/2026-07-full-system-audit/scan_secrets.py,29,credential-field,non-placeholder
history,6567ea640748,main/configs/frigate/config.yml,17,credential-field,high-entropy-non-placeholder
history,1718396a2c67,main/configs/local-ai/docker-compose.yml,84,credential-field,non-placeholder
history,a67bcf36a2b4,main/docs/procedures/grafana_architecture_dashboards.md,81,credential-field,non-placeholder
history,a67bcf36a2b4,main/docs/procedures/grafana_architecture_dashboards.md,115,credential-field,non-placeholder
history,3ea9a1066e13,main/docs/procedures/proxmox_grafana_metrics.md,69,credential-field,non-placeholder
history,3ea9a1066e13,main/docs/procedures/proxmox_grafana_metrics.md,88,credential-field,non-placeholder
history,3ea9a1066e13,main/docs/procedures/proxmox_grafana_metrics.md,134,credential-field,high-entropy-non-placeholder
history,d44b2317a4c2,main/docs/secrets_reference.md,89,credential-field,high-entropy-non-placeholder
history,d44b2317a4c2,main/docs/secrets_reference.md,90,credential-field,non-placeholder
history,d44b2317a4c2,main/docs/secrets_reference.md,119,credential-field,non-placeholder
history,d44b2317a4c2,main/docs/secrets_reference.md,120,credential-field,non-placeholder
history,ff425a5c83ea,main/configs/frigate/config.yml,17,credential-field,high-entropy-non-placeholder
history,840122a6c068,main/docs/procedures/ssl_tls_guide.md,284,credential-field,non-placeholder
history,1e4fa5aff45a,main/docs/secrets_reference.md,89,credential-field,high-entropy-non-placeholder
history,1e4fa5aff45a,main/docs/secrets_reference.md,90,credential-field,non-placeholder
history,1e4fa5aff45a,main/docs/secrets_reference.md,119,credential-field,non-placeholder
history,1e4fa5aff45a,main/docs/secrets_reference.md,120,credential-field,non-placeholder
history,6bfff31dd448,main/scripts/setup/proxmox/ha_vm_setup_guide.md,264,credential-field,non-placeholder
history,482cbeaca97d,main/configs/local-ai/docker-compose.yml,46,credential-field,non-placeholder
history,cd3a59a0be28,main/configs/docker-host/stacks/gardenkeeper/env.example,22,credential-field,high-entropy-non-placeholder
history,cd3a59a0be28,main/configs/docker-host/stacks/gardenkeeper/env.example,26,credential-field,high-entropy-non-placeholder
history,cd3a59a0be28,main/configs/docker-host/stacks/gardenkeeper/env.example,32,credential-field,non-placeholder
history,cd3a59a0be28,main/configs/docker-host/stacks/gardenkeeper/env.example,37,credential-field,high-entropy-non-placeholder
history,cd3a59a0be28,main/configs/docker-host/stacks/gardenkeeper/env.example,39,credential-field,high-entropy-non-placeholder
history,cd3a59a0be28,main/configs/docker-host/stacks/gardenkeeper/env.example,42,credential-field,high-entropy-non-placeholder
history,a3c6e872616d,main/configs/docker-host/stacks/gardenkeeper/env.example,22,credential-field,high-entropy-non-placeholder
history,a3c6e872616d,main/configs/docker-host/stacks/gardenkeeper/env.example,29,credential-field,non-placeholder
history,a3c6e872616d,main/configs/docker-host/stacks/gardenkeeper/env.example,34,credential-field,high-entropy-non-placeholder
history,a3c6e872616d,main/configs/docker-host/stacks/gardenkeeper/env.example,36,credential-field,high-entropy-non-placeholder
history,a3c6e872616d,main/configs/docker-host/stacks/gardenkeeper/env.example,39,credential-field,high-entropy-non-placeholder
history,fd6a39af267f,main/configs/frigate/config.yml,26,credential-field,high-entropy-non-placeholder
history,b4760cc09901,main/configs/local-ai/docker-compose.yml,66,credential-field,non-placeholder
history,8ed71af4ba56,main/docs/secrets_reference.md,89,credential-field,high-entropy-non-placeholder
history,8ed71af4ba56,main/docs/secrets_reference.md,90,credential-field,non-placeholder
history,8ed71af4ba56,main/docs/secrets_reference.md,119,credential-field,non-placeholder
history,8ed71af4ba56,main/docs/secrets_reference.md,120,credential-field,non-placeholder
history,a094520c7600,main/docs/troubleshooting/troubleshooting_reference.md,50,credential-field,non-placeholder
history,823e02520b42,main/scripts/setup/proxmox/ha_vm_setup_guide.md,264,credential-field,non-placeholder
history,4d7709a3c281,main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,301,credential-field,high-entropy-non-placeholder
history,4d7709a3c281,main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,302,credential-field,high-entropy-non-placeholder
history,4d7709a3c281,main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,303,credential-field,non-placeholder
history,4d7709a3c281,main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,333,credential-field,non-placeholder
history,fa93fecf8a12,main/scripts/setup/router/phase_6_vpn_setup.md,56,credential-field,non-placeholder
history,19e17819e265,main/scripts/setup/router/phase_8_ventsys_readiness.md,92,credential-field,non-placeholder
history,4c092fbd0bfe,main/scripts/setup/ventsys/esphome_adoption_guide.md,78,credential-field,high-entropy-non-placeholder
history,4c092fbd0bfe,main/scripts/setup/ventsys/esphome_adoption_guide.md,79,credential-field,non-placeholder
history,975e32c16cb0,main/ventsys/integration-process/ventsys_implementation_roadmap.md,251,credential-field,non-placeholder
history,c32a18f33fec,main/configs/local-ai/docker-compose.yml,66,credential-field,non-placeholder
history,92c1e319909e,main/configs/home-assistant/configuration.yaml,144,credential-field,non-placeholder
history,4316258e77f7,main/dashboards/ventsys-dashboard.html,2327,credential-field,non-placeholder
history,4316258e77f7,main/dashboards/ventsys-dashboard.html,2450,credential-field,high-entropy-non-placeholder
history,4316258e77f7,main/dashboards/ventsys-dashboard.html,2488,credential-field,high-entropy-non-placeholder
history,4316258e77f7,main/dashboards/ventsys-dashboard.html,3282,credential-field,non-placeholder
history,1d20f494c409,main/docs/secrets_reference.md,89,credential-field,high-entropy-non-placeholder
history,1d20f494c409,main/docs/secrets_reference.md,90,credential-field,non-placeholder
history,1d20f494c409,main/docs/secrets_reference.md,119,credential-field,non-placeholder
history,1d20f494c409,main/docs/secrets_reference.md,120,credential-field,non-placeholder
history,4dbb6a7f712f,main/docs/secrets_reference.md,89,credential-field,high-entropy-non-placeholder
history,4dbb6a7f712f,main/docs/secrets_reference.md,90,credential-field,non-placeholder
history,4dbb6a7f712f,main/docs/secrets_reference.md,119,credential-field,non-placeholder
history,4dbb6a7f712f,main/docs/secrets_reference.md,120,credential-field,non-placeholder
history,adf7d2f2ed04,main/docs/procedures/proxmox_grafana_metrics.md,69,credential-field,non-placeholder
history,adf7d2f2ed04,main/docs/procedures/proxmox_grafana_metrics.md,88,credential-field,non-placeholder
history,adf7d2f2ed04,main/docs/procedures/proxmox_grafana_metrics.md,134,credential-field,high-entropy-non-placeholder
history,50adac7c648d,main/docs/secrets_reference.md,89,credential-field,high-entropy-non-placeholder
history,50adac7c648d,main/docs/secrets_reference.md,90,credential-field,non-placeholder
history,50adac7c648d,main/docs/secrets_reference.md,119,credential-field,non-placeholder
history,50adac7c648d,main/docs/secrets_reference.md,120,credential-field,non-placeholder
history,a7b699d49ec4,main/configs/frigate/config.yml,26,credential-field,high-entropy-non-placeholder
history,30969cf52f7f,main/configs/home-assistant/configuration.yaml,138,credential-field,non-placeholder
history,8770a7d4a8d9,main/dashboards/ventsys-dashboard.html,2319,credential-field,non-placeholder
history,8770a7d4a8d9,main/dashboards/ventsys-dashboard.html,2442,credential-field,high-entropy-non-placeholder
history,8770a7d4a8d9,main/dashboards/ventsys-dashboard.html,2480,credential-field,high-entropy-non-placeholder
history,8770a7d4a8d9,main/dashboards/ventsys-dashboard.html,3274,credential-field,non-placeholder
history,84f6f9c81965,main/configs/esphome/printairpipe-controller.yaml,301,credential-field,high-entropy-non-placeholder
history,84f6f9c81965,main/configs/esphome/printairpipe-controller.yaml,302,credential-field,non-placeholder
history,e101f00236e7,main/configs/esphome/printairpipe-controller_pretls.yaml,238,credential-field,high-entropy-non-placeholder
history,e101f00236e7,main/configs/esphome/printairpipe-controller_pretls.yaml,239,credential-field,non-placeholder
history,22e609fd655c,main/configs/esphome/ventsys_garage_sensor.yaml,177,credential-field,high-entropy-non-placeholder
history,22e609fd655c,main/configs/esphome/ventsys_garage_sensor.yaml,178,credential-field,non-placeholder
history,dc73d8592bd1,main/configs/esphome/ventsys_garage_sensor_pretls.yaml,148,credential-field,high-entropy-non-placeholder
history,dc73d8592bd1,main/configs/esphome/ventsys_garage_sensor_pretls.yaml,149,credential-field,non-placeholder
history,7aa1f4d0576f,main/dashboards/ventilation_v9k.html,2387,credential-field,non-placeholder
history,08250dd157c7,main/dashboards/ventsys-dashboard.html,2313,credential-field,non-placeholder
history,08250dd157c7,main/dashboards/ventsys-dashboard.html,2423,credential-field,high-entropy-non-placeholder
history,08250dd157c7,main/dashboards/ventsys-dashboard.html,3098,credential-field,non-placeholder
history,13ddf477d176,main/scripts/setup/router/phase_8_ventsys_readiness.md,86,credential-field,non-placeholder
history,5986be785517,main/scripts/setup/ventsys/esphome_adoption_guide.md,75,credential-field,high-entropy-non-placeholder
history,5986be785517,main/scripts/setup/ventsys/esphome_adoption_guide.md,76,credential-field,non-placeholder
history,c201de537eb3,main/configs/esphome/printairpipe-controller.yaml,300,credential-field,high-entropy-non-placeholder
history,c201de537eb3,main/configs/esphome/printairpipe-controller.yaml,301,credential-field,non-placeholder
history,de8f34483f9e,main/configs/esphome/printairpipe-controller_pretls.yaml,238,credential-field,high-entropy-non-placeholder
history,de8f34483f9e,main/configs/esphome/printairpipe-controller_pretls.yaml,239,credential-field,non-placeholder
history,2ce1514782a4,main/docs/procedures/proxmox_grafana_metrics.md,69,credential-field,non-placeholder
history,2ce1514782a4,main/docs/procedures/proxmox_grafana_metrics.md,88,credential-field,non-placeholder
history,2ce1514782a4,main/docs/procedures/proxmox_grafana_metrics.md,132,credential-field,high-entropy-non-placeholder
history,e3d0287418b7,main/configs/frigate/config.yml,26,credential-field,high-entropy-non-placeholder
history,00aeab86c2fc,main/docs/secrets_reference.md,89,credential-field,high-entropy-non-placeholder
history,00aeab86c2fc,main/docs/secrets_reference.md,90,credential-field,non-placeholder
history,00aeab86c2fc,main/docs/secrets_reference.md,119,credential-field,non-placeholder
history,00aeab86c2fc,main/docs/secrets_reference.md,120,credential-field,non-placeholder
history,193efd411b55,main/scripts/setup/proxmox/frigate_vm_setup_guide.md,273,credential-field,high-entropy-non-placeholder
history,a9f8616a3791,main/scripts/setup/proxmox/ha_vm_setup_guide.md,264,credential-field,non-placeholder
history,0931dcf17b60,main/docs/procedures/grafana_architecture_dashboards.md,81,credential-field,non-placeholder
history,0931dcf17b60,main/docs/procedures/grafana_architecture_dashboards.md,115,credential-field,non-placeholder
history,71e893f4a827,main/docs/procedures/proxmox_grafana_metrics.md,67,credential-field,non-placeholder
history,71e893f4a827,main/docs/procedures/proxmox_grafana_metrics.md,86,credential-field,non-placeholder
history,71e893f4a827,main/docs/procedures/proxmox_grafana_metrics.md,130,credential-field,high-entropy-non-placeholder
history,e3765d294a2a,main/dashboards/ventsys-dashboard.html,2304,credential-field,non-placeholder
history,e3765d294a2a,main/dashboards/ventsys-dashboard.html,2396,credential-field,high-entropy-non-placeholder
history,e3765d294a2a,main/dashboards/ventsys-dashboard.html,3033,credential-field,non-placeholder
history,04bc17d772fd,main/docs/procedures/grafana_architecture_dashboards.md,67,credential-field,non-placeholder
history,04bc17d772fd,main/docs/procedures/grafana_architecture_dashboards.md,101,credential-field,non-placeholder
history,6dc25d4058e8,main/docs/procedures/proxmox_grafana_metrics.md,50,credential-field,non-placeholder
history,6dc25d4058e8,main/docs/procedures/proxmox_grafana_metrics.md,69,credential-field,non-placeholder
history,6dc25d4058e8,main/docs/procedures/proxmox_grafana_metrics.md,112,credential-field,high-entropy-non-placeholder
history,964145740409,main/docs/troubleshooting/troubleshooting_reference.md,50,credential-field,non-placeholder
history,fb57ee42f271,main/scripts/setup/proxmox/frigate_vm_setup_guide.md,259,credential-field,high-entropy-non-placeholder
history,6e41afbbfe56,main/docs/secrets_reference.md,88,credential-field,high-entropy-non-placeholder
history,6e41afbbfe56,main/docs/secrets_reference.md,89,credential-field,non-placeholder
history,6e41afbbfe56,main/docs/secrets_reference.md,118,credential-field,non-placeholder
history,6e41afbbfe56,main/docs/secrets_reference.md,119,credential-field,non-placeholder
history,68fc939c53e9,main/docs/procedures/ssl_tls_guide.md,270,credential-field,non-placeholder
history,3186ee760ad2,Main/docs/procedures/ssl_tls_guide.md,270,credential-field,non-placeholder
history,97175e1ab954,Main/docs/secrets_reference.md,88,credential-field,high-entropy-non-placeholder
history,97175e1ab954,Main/docs/secrets_reference.md,89,credential-field,non-placeholder
history,97175e1ab954,Main/docs/secrets_reference.md,118,credential-field,non-placeholder
history,97175e1ab954,Main/docs/secrets_reference.md,119,credential-field,non-placeholder
history,662baff05c3a,Main/docs/troubleshooting/troubleshooting_reference.md,50,credential-field,non-placeholder
history,ca8cc2e5c384,Main/scripts/setup/proxmox/frigate_vm_setup_guide.md,259,credential-field,high-entropy-non-placeholder
history,b7a2ed0935ff,Main/scripts/setup/proxmox/ha_vm_setup_guide.md,234,credential-field,non-placeholder
history,3ee2d7e20342,Main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,301,credential-field,high-entropy-non-placeholder
history,3ee2d7e20342,Main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,302,credential-field,high-entropy-non-placeholder
history,3ee2d7e20342,Main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,303,credential-field,non-placeholder
history,3ee2d7e20342,Main/scripts/setup/proxmox/monitoring_vm_setup_guide.md,333,credential-field,non-placeholder
history,ee3044291c19,Main/scripts/setup/router/phase_6_vpn_setup.md,56,credential-field,non-placeholder
history,c5618765671b,Main/scripts/setup/router/phase_8_ventsys_readiness.md,86,credential-field,non-placeholder
history,276eeb300139,Main/ventsys/integration-process/ventsys_implementation_roadmap.md,251,credential-field,non-placeholder
history,7aa560281079,Main/docs/procedures/ssl_tls_guide.md,238,credential-field,non-placeholder
history,baccd94f6e63,Main/scripts/setup/ventsys/esphome_adoption_guide.md,71,credential-field,high-entropy-non-placeholder
history,baccd94f6e63,Main/scripts/setup/ventsys/esphome_adoption_guide.md,72,credential-field,non-placeholder
history,62933cbd113e,Main/_archive/20-04-26/configs/esphome/printairpipe-controller.yaml,290,credential-field,high-entropy-non-placeholder
history,62933cbd113e,Main/_archive/20-04-26/configs/esphome/printairpipe-controller.yaml,291,credential-field,non-placeholder
history,c66eab5b9fed,Main/_archive/20-04-26/configs/esphome/printairpipe-controller_pretls.yaml,238,credential-field,high-entropy-non-placeholder
history,c66eab5b9fed,Main/_archive/20-04-26/configs/esphome/printairpipe-controller_pretls.yaml,239,credential-field,non-placeholder
history,c6a0280abdbd,Main/_archive/20-04-26/configs/esphome/ventsys_garage_sensor.yaml,170,credential-field,high-entropy-non-placeholder
history,c6a0280abdbd,Main/_archive/20-04-26/configs/esphome/ventsys_garage_sensor.yaml,171,credential-field,non-placeholder
history,9e032c6ee5a1,Main/_archive/20-04-26/configs/esphome/ventsys_garage_sensor_pretls.yaml,148,credential-field,high-entropy-non-placeholder
history,9e032c6ee5a1,Main/_archive/20-04-26/configs/esphome/ventsys_garage_sensor_pretls.yaml,149,credential-field,non-placeholder
history,5b99603dc8ed,Main/_archive/20-04-26/configs/frigate/config.yml,24,credential-field,high-entropy-non-placeholder
history,c8ed9fa151bb,Main/_archive/20-04-26/configs/home-assistant/configuration.yaml,134,credential-field,non-placeholder
history,f99cdc5dcf4c,Main/_archive/20-04-26/docs/procedures/ssl_tls_guide.md,171,credential-field,non-placeholder
history,51a193b7b97f,Main/_archive/20-04-26/docs/secrets_reference.md,88,credential-field,high-entropy-non-placeholder
history,51a193b7b97f,Main/_archive/20-04-26/docs/secrets_reference.md,89,credential-field,non-placeholder
history,51a193b7b97f,Main/_archive/20-04-26/docs/secrets_reference.md,118,credential-field,non-placeholder
history,1853602d075a,Main/_archive/20-04-26/docs/troubleshooting/troubleshooting_reference.md,50,credential-field,non-placeholder
history,59cad3f31386,Main/_archive/20-04-26/scripts/setup/proxmox/frigate_vm_setup_guide.md,267,credential-field,high-entropy-non-placeholder
history,fc3dc4ae5349,Main/_archive/20-04-26/scripts/setup/proxmox/ha_vm_setup_guide.md,194,credential-field,non-placeholder
history,6e07d3f4948b,Main/_archive/20-04-26/scripts/setup/proxmox/monitoring_vm_setup_guide.md,256,credential-field,high-entropy-non-placeholder
